,p1_1,p1_2,p1_3,p1_4,p1_5,p1_6,p1_7,p1_8,p2_1,p2_2,p2_3,p2_4,p2_5,p2_6,p2_7,p2_8,p1_crowns,p2_crowns
2163,Knight,Archers,Skeletons,Fire Spirits,Tesla,Fireball,X-Bow,The Log,Golem,Bomber,Baby Dragon,Goblin Gang,Night Witch,Zap,Tornado,Clone,1,0
2164,Knight,Archers,Skeletons,Fire Spirits,Tesla,Fireball,X-Bow,The Log,Fireball,Lumberjack,Minion Horde,Hog Rider,Zap,Balloon,Fire Spirits,Wizard,1,0
2165,Knight,Archers,Skeletons,Fire Spirits,Tesla,Fireball,X-Bow,The Log,Inferno Dragon,Skeleton Army,Witch,Sparky,Baby Dragon,Miner,Valkyrie,Wizard,1,0
2166,Giant,Sparky,Mini P.E.K.K.A,Musketeer,Bats,The Log,Zap,Poison,Bandit,Battle Ram,Electro Wizard,Magic Archer,P.E.K.K.A,Poison,Royal Ghost,Zap,1,0
2167,Giant,Sparky,Mini P.E.K.K.A,Executioner,Bats,Goblin Gang,Zap,Tornado,Tornado,Executioner,Barbarian Barrel,Night Witch,Baby Dragon,Golem,Goblin Cage,Lightning,1,0
2168,Giant,Sparky,Mini P.E.K.K.A,Executioner,Bats,Goblin Gang,Zap,Tornado,Graveyard,Tornado,Freeze,Electro Wizard,Cannon,Ice Wizard,Valkyrie,Sparky,2,0
2169,Giant,Sparky,Mini P.E.K.K.A,Musketeer,Bats,The Log,Zap,Poison,Ice Wizard,Executioner,Lumberjack,Freeze,Tornado,Balloon,P.E.K.K.A,Zap,3,0
2170,Giant,Sparky,Mini P.E.K.K.A,Musketeer,Bats,The Log,Zap,Poison,Skeleton Army,Baby Dragon,Archers,Mini P.E.K.K.A,Mega Knight,Dart Goblin,Zap,Goblin Barrel,1,0
2171,Elixir Golem,Executioner,Hog Rider,Rocket,Ice Spirit,Goblins,Tornado,The Log,Elixir Golem,Golem,Witch,Wizard,Minion Horde,Elite Barbarians,Arrows,Skeleton Army,1,2
2172,Elixir Golem,Executioner,Hog Rider,Rocket,Ice Spirit,Goblins,Tornado,The Log,Elixir Golem,Princess,Ice Wizard,Tombstone,Freeze,Balloon,The Log,Valkyrie,1,0
2173,Elixir Golem,Executioner,Hog Rider,Rocket,Ice Spirit,Goblins,Tornado,The Log,Elixir Golem,Zap,Mirror,Skeleton Army,Tornado,Executioner,P.E.K.K.A,Goblin Barrel,1,0
2174,Elixir Golem,Executioner,Hog Rider,Rocket,Ice Spirit,Goblins,Tornado,The Log,Elixir Golem,Valkyrie,Balloon,Bomber,Goblin Gang,Mini P.E.K.K.A,Princess,Lumberjack,1,0
2175,Elixir Golem,Executioner,Hog Rider,Rocket,Ice Spirit,Goblins,Tornado,The Log,Elixir Golem,Inferno Dragon,Skeleton Army,Goblin Barrel,Lumberjack,Royal Ghost,Wizard,Giant Skeleton,3,0
2176,Elixir Golem,Executioner,Hog Rider,Rocket,Ice Spirit,Goblins,Tornado,The Log,Elixir Golem,Baby Dragon,Goblin Barrel,Skeleton Army,Hunter,Witch,Valkyrie,Wizard,1,0
2177,Goblin Cage,Barbarian Barrel,Tornado,Baby Dragon,Executioner,Lightning,Golem,Night Witch,Mega Knight,Royal Giant,Executioner,Tornado,Lightning,Magic Archer,Skeletons,The Log,3,1
2178,Goblin Cage,Barbarian Barrel,Tornado,Baby Dragon,Executioner,Lightning,Golem,Night Witch,Bomber,Ice Spirit,Mega Knight,Miner,Tornado,Sparky,Zap,Electro Wizard,1,0
2179,Goblin Cage,Barbarian Barrel,Tornado,Baby Dragon,Executioner,Lightning,Golem,Night Witch,Mega Knight,Wall Breakers,Executioner,Dart Goblin,Goblin Gang,Bats,Miner,Zap,3,1
2180,Goblin Cage,Barbarian Barrel,Tornado,Baby Dragon,Executioner,Lightning,Golem,Night Witch,Lava Hound,Balloon,Minions,Mega Minion,Valkyrie,Fireball,Zap,Tombstone,1,0
2181,Skeletons,Bats,Wall Breakers,Magic Archer,Zap,Miner,Bomb Tower,Valkyrie,Miner,Poison,Zap,Guards,Executioner,Mega Minion,Valkyrie,Prince,2,0
2182,Royal Giant,Miner,Knight,Executioner,Goblins,Zap,Fireball,Tornado,Zap,Minions,Barbarian Barrel,Musketeer,Wall Breakers,Bandit,Miner,Mega Knight,1,3
2183,Valkyrie,Bomb Tower,Bats,Skeletons,Magic Archer,Miner,Wall Breakers,Zap,Zap,Bats,Tornado,Executioner,Wall Breakers,Bandit,Miner,Mega Knight,0,1
2184,Valkyrie,Bomb Tower,Bats,Skeletons,Magic Archer,Miner,Wall Breakers,Zap,Ice Golem,Ice Spirit,Guards,Executioner,Poison,The Log,Tornado,Hog Rider,1,0
2185,Electro Wizard,Ram Rider,Bandit,Poison,Inferno Dragon,Barbarian Barrel,Zap,Mega Knight,Executioner,Baby Dragon,Ice Wizard,Graveyard,Bowler,Tornado,Freeze,Guards,0,1
2186,Electro Wizard,Ram Rider,Bandit,Poison,Inferno Dragon,Barbarian Barrel,Zap,Mega Knight,Executioner,Magic Archer,Night Witch,Elixir Golem,Skeletons,Rocket,Tornado,The Log,1,0
2187,Electro Wizard,Ram Rider,Bandit,Poison,Inferno Dragon,Barbarian Barrel,Zap,Mega Knight,P.E.K.K.A,Lightning,Executioner,Skeletons,Ice Spirit,Zap,Tornado,Royal Giant,2,1
2188,Electro Wizard,Ram Rider,Bandit,Poison,Inferno Dragon,Barbarian Barrel,Zap,Mega Knight,Ice Spirit,Valkyrie,Goblin Gang,Rocket,Inferno Tower,The Log,Princess,Goblin Barrel,0,1
2189,Electro Wizard,Ram Rider,Bandit,Poison,Inferno Dragon,Barbarian Barrel,Zap,Mega Knight,Fireball,The Log,Goblin Barrel,Goblin Gang,Ice Spirit,Tesla,Princess,Knight,3,0
2190,Electro Wizard,Ram Rider,Bandit,Poison,Inferno Dragon,Barbarian Barrel,Zap,Mega Knight,Zap,Ice Wizard,Elixir Collector,Sparky,Barbarians,Arrows,Giant,Knight,3,0
2191,Electro Wizard,Ram Rider,Bandit,Poison,Inferno Dragon,Barbarian Barrel,Zap,Mega Knight,Musketeer,Freeze,The Log,Lumberjack,Mega Minion,Knight,Balloon,Tesla,0,1
2192,Electro Wizard,Ram Rider,Bandit,Poison,Inferno Dragon,Barbarian Barrel,Zap,Mega Knight,Royal Giant,Bats,Knight,Executioner,Zap,Mini P.E.K.K.A,Tornado,Miner,2,1
2193,Electro Wizard,Ram Rider,Bandit,Poison,Inferno Dragon,Barbarian Barrel,Zap,Mega Knight,Ice Spirit,Tesla,Skeletons,Archers,The Log,X-Bow,Fireball,Ice Golem,1,0
2194,Electro Wizard,P.E.K.K.A,Ram Rider,Zap,Lightning,Bandit,Magic Archer,Barbarian Barrel,Skeletons,Ice Spirit,Archers,Fireball,X-Bow,Tesla,The Log,Ice Golem,1,0
2195,Goblin Cage,Barbarian Barrel,Lightning,Executioner,Golem,Baby Dragon,Night Witch,Tornado,Barbarian Barrel,Miner,Mega Knight,Executioner,Zap,Minions,Wall Breakers,Bandit,0,1
2196,Goblin Cage,Barbarian Barrel,Lightning,Executioner,Golem,Baby Dragon,Night Witch,Tornado,X-Bow,Tesla,Skeletons,Knight,Ice Spirit,Archers,Fireball,The Log,1,0
2197,Goblin Cage,Barbarian Barrel,Lightning,Executioner,Golem,Baby Dragon,Night Witch,Tornado,Giant Skeleton,Graveyard,Barbarians,Spear Goblins,Goblin Hut,Baby Dragon,Poison,Barbarian Barrel,1,0
2198,Goblin Cage,Barbarian Barrel,Lightning,Executioner,Golem,Baby Dragon,Night Witch,Tornado,Zap,Golem,Baby Dragon,Clone,Barbarians,Night Witch,Flying Machine,Lumberjack,1,2
2199,Goblin Cage,Barbarian Barrel,Lightning,Executioner,Golem,Baby Dragon,Night Witch,Tornado,Miner,Zap,Bats,Mega Knight,Wall Breakers,Bandit,Executioner,Tornado,0,1
2200,Goblin Cage,Barbarian Barrel,Lightning,Executioner,Golem,Baby Dragon,Night Witch,Tornado,Skeletons,Executioner,Tesla,Balloon,The Log,Miner,Rage,Zap,3,1
2201,Goblin Cage,Barbarian Barrel,Lightning,Executioner,Golem,Baby Dragon,Night Witch,Tornado,Executioner,Baby Dragon,Elixir Golem,Inferno Dragon,Witch,Wizard,Mega Knight,Princess,3,1
2202,Goblin Cage,Barbarian Barrel,Lightning,Executioner,Golem,Baby Dragon,Night Witch,Tornado,Mega Knight,Witch,Magic Archer,Bandit,Zap,Electro Wizard,Fire Spirits,Hog Rider,1,0
2203,Goblin Cage,Barbarian Barrel,Lightning,Executioner,Golem,Baby Dragon,Night Witch,Tornado,Balloon,Ice Spirit,Tornado,Executioner,Miner,Skeletons,Arrows,Valkyrie,1,0
2204,X-Bow,Tesla,Fireball,Archers,Ice Golem,Ice Spirit,The Log,Skeletons,Hunter,Giant Skeleton,Battle Ram,Mega Minion,Baby Dragon,Skeleton Army,Cannon,Golem,1,0
2205,X-Bow,Tesla,Fireball,Archers,Ice Golem,Ice Spirit,The Log,Skeletons,The Log,Electro Wizard,Magic Archer,P.E.K.K.A,Balloon,Arrows,Bandit,Zap,1,0
2206,X-Bow,Tesla,Fireball,Archers,Ice Golem,Ice Spirit,The Log,Skeletons,Hog Rider,Lightning,Valkyrie,Inferno Tower,Electro Wizard,Guards,Arrows,The Log,1,0
2207,X-Bow,Tesla,Fireball,Archers,Ice Golem,Ice Spirit,The Log,Skeletons,P.E.K.K.A,Magic Archer,Royal Ghost,Bandit,Poison,Zap,Battle Ram,Electro Wizard,1,0
2208,X-Bow,Tesla,Fireball,Archers,Ice Golem,Ice Spirit,The Log,Skeletons,Goblins,Sparky,Electro Wizard,Executioner,Night Witch,Elixir Golem,Poison,Tornado,1,0
2209,X-Bow,Tesla,Fireball,Archers,Ice Golem,Ice Spirit,The Log,Skeletons,Bandit,P.E.K.K.A,Executioner,Battle Ram,Inferno Dragon,Bats,Zap,Tornado,1,0
2210,X-Bow,Tesla,Fireball,Archers,Ice Golem,Ice Spirit,The Log,Skeletons,Elixir Golem,Executioner,Night Witch,Rocket,Magic Archer,The Log,Skeletons,Tornado,0,1
2211,X-Bow,Tesla,Fireball,Archers,Ice Golem,Ice Spirit,The Log,Skeletons,Fireball,Balloon,Skeleton Army,Mega Minion,Barbarians,Minion Horde,Miner,Lava Hound,1,0
2212,X-Bow,Tesla,Fireball,Archers,Ice Golem,Ice Spirit,The Log,Skeletons,Graveyard,Electro Wizard,Night Witch,Mega Knight,Giant Snowball,Poison,Goblin Cage,Baby Dragon,0,3
2213,X-Bow,Tesla,Fireball,Archers,Ice Golem,Ice Spirit,The Log,Skeletons,Baby Dragon,Night Witch,Zap,Cannon,Golem,Lumberjack,Electro Wizard,The Log,1,0
2214,X-Bow,Tesla,Fireball,Archers,Ice Golem,Ice Spirit,The Log,Skeletons,X-Bow,Executioner,Valkyrie,Ice Wizard,Rocket,Tornado,The Log,Skeletons,1,0
2215,X-Bow,Tesla,Fireball,Archers,Ice Golem,Ice Spirit,The Log,Skeletons,Goblin Gang,Mega Knight,Zap,Wall Breakers,Miner,Dart Goblin,Executioner,Bats,1,0
2216,X-Bow,Tesla,Fireball,Archers,Ice Golem,Ice Spirit,The Log,Skeletons,Balloon,Giant,Rage,Fireball,Wizard,Zap,Minion Horde,Skeleton Army,1,0
2217,X-Bow,Tesla,Fireball,Archers,Ice Golem,Ice Spirit,The Log,Skeletons,Inferno Dragon,Magic Archer,Bandit,Mega Knight,Electro Wizard,Prince,Baby Dragon,The Log,1,0
2218,X-Bow,Tesla,Fireball,Archers,Ice Golem,Ice Spirit,The Log,Skeletons,Skeleton Army,Balloon,Lumberjack,Rocket,Executioner,Clone,Night Witch,Golem,0,1
2219,Electro Wizard,Bandit,Mega Knight,Inferno Dragon,Ram Rider,Barbarian Barrel,Poison,Zap,Bomb Tower,Earthquake,Giant Skeleton,Goblins,Hog Rider,Ice Wizard,Magic Archer,Tornado,0,1
2220,Electro Wizard,Bandit,Mega Knight,Inferno Dragon,Ram Rider,Barbarian Barrel,Poison,Zap,Lumberjack,Night Witch,Mega Minion,Baby Dragon,Barbarian Barrel,Tornado,Lightning,Golem,1,0
2221,Electro Wizard,Bandit,Mega Knight,Inferno Dragon,Ram Rider,Barbarian Barrel,Poison,Zap,Princess,Wall Breakers,Skeletons,Ice Spirit,Miner,Bats,The Log,Ice Golem,1,0
2222,Electro Wizard,Bandit,Mega Knight,Inferno Dragon,Ram Rider,Barbarian Barrel,Poison,Zap,Barbarian Barrel,Miner,Mega Knight,Executioner,Zap,Minions,Wall Breakers,Bandit,1,0
2223,Electro Wizard,Bandit,Mega Knight,Inferno Dragon,Ram Rider,Barbarian Barrel,Poison,Zap,Elixir Golem,Sparky,Mirror,Skeletons,Bats,Rocket,Lumberjack,Executioner,1,0
2224,Electro Wizard,Bandit,Mega Knight,Inferno Dragon,Ram Rider,Barbarian Barrel,Poison,Zap,Mega Knight,Tornado,Zap,Executioner,Miner,Bats,Goblin Gang,Wall Breakers,1,0
2225,Electro Wizard,Bandit,Mega Knight,Inferno Dragon,Ram Rider,Barbarian Barrel,Poison,Zap,Giant Snowball,Lightning,Barbarian Barrel,P.E.K.K.A,Bandit,Electro Wizard,Magic Archer,Ram Rider,1,0
2226,Electro Wizard,Bandit,Mega Knight,Inferno Dragon,Ram Rider,Barbarian Barrel,Poison,Zap,Poison,Zap,Bandit,Royal Ghost,P.E.K.K.A,Electro Wizard,Magic Archer,Battle Ram,1,0
2227,Electro Wizard,Bandit,Mega Knight,Inferno Dragon,Ram Rider,Barbarian Barrel,Poison,Zap,Skeletons,Wall Breakers,Bats,Miner,The Log,Bomb Tower,Magic Archer,Valkyrie,1,0
2228,Electro Wizard,Bandit,Mega Knight,Inferno Dragon,Ram Rider,Barbarian Barrel,Poison,Zap,Princess,Goblin Gang,Knight,Inferno Tower,Ice Spirit,The Log,Goblin Barrel,Rocket,1,0
2229,Electro Wizard,Bandit,Mega Knight,Inferno Dragon,Ram Rider,Barbarian Barrel,Poison,Zap,Bandit,Dart Goblin,Goblin Giant,Princess,Mega Knight,Hog Rider,Magic Archer,Skeleton Army,1,0
2230,Ice Golem,Balloon,Miner,Barbarian Barrel,Skeletons,Musketeer,Bomb Tower,Giant Snowball,Wizard,Hunter,Fireball,Minion Horde,Giant Skeleton,Skeleton Army,Rage,Clone,2,0
2231,Ice Golem,Balloon,Miner,Barbarian Barrel,Skeletons,Musketeer,Bomb Tower,Giant Snowball,Skeletons,Wall Breakers,Miner,Valkyrie,Bats,Bomb Tower,The Log,Magic Archer,1,0
2232,P.E.K.K.A,Poison,Skeletons,Miner,Electro Wizard,Dark Prince,Baby Dragon,Barbarian Barrel,Elixir Golem,Executioner,Tornado,Poison,Sparky,Night Witch,Skeletons,The Log,0,1
2233,P.E.K.K.A,Poison,Skeletons,Miner,Electro Wizard,Dark Prince,Baby Dragon,Barbarian Barrel,Knight,Baby Dragon,Minions,Arrows,Skeleton Army,Balloon,Freeze,Hunter,1,0
2234,P.E.K.K.A,Poison,Skeletons,Miner,Electro Wizard,Dark Prince,Baby Dragon,Barbarian Barrel,Baby Dragon,Barbarian Barrel,Executioner,Goblin Cage,Golem,Lightning,Night Witch,Tornado,1,0
2235,P.E.K.K.A,Poison,Skeletons,Miner,Electro Wizard,Dark Prince,Baby Dragon,Barbarian Barrel,The Log,Inferno Tower,Valkyrie,Earthquake,Skeletons,Executioner,Hog Rider,Ice Spirit,0,1
2236,P.E.K.K.A,Poison,Skeletons,Miner,Electro Wizard,Dark Prince,Baby Dragon,Barbarian Barrel,Goblin Giant,Ice Spirit,Skeletons,Minions,Skeleton Army,Zap,Musketeer,Goblin Barrel,1,0
2237,P.E.K.K.A,Poison,Skeletons,Miner,Electro Wizard,Dark Prince,Baby Dragon,Barbarian Barrel,Furnace,P.E.K.K.A,Executioner,Princess,Poison,Zap,Mini P.E.K.K.A,Night Witch,1,0
2238,P.E.K.K.A,Poison,Skeletons,Miner,Electro Wizard,Dark Prince,Baby Dragon,Barbarian Barrel,Zap,Minions,Barbarian Barrel,Musketeer,Wall Breakers,Bandit,Miner,Mega Knight,1,0
2239,P.E.K.K.A,Poison,Skeletons,Miner,Electro Wizard,Dark Prince,Baby Dragon,Barbarian Barrel,Royal Ghost,Bandit,Electro Wizard,Giant Snowball,Magic Archer,P.E.K.K.A,Battle Ram,Poison,1,0
2240,P.E.K.K.A,Poison,Skeletons,Miner,Electro Wizard,Dark Prince,Baby Dragon,Barbarian Barrel,Royal Giant,Miner,Valkyrie,Executioner,Goblins,Zap,Earthquake,Tornado,2,0
2241,Graveyard,Tornado,Ice Golem,Poison,Baby Dragon,Dark Prince,Executioner,Goblin Cage,Miner,Wall Breakers,Tornado,Zap,Dart Goblin,Executioner,Mega Knight,Bats,0,1
2242,Graveyard,Tornado,Ice Golem,Poison,Baby Dragon,Dark Prince,Executioner,Goblin Cage,Zap,Wall Breakers,Goblin Gang,Dart Goblin,Executioner,Mega Knight,Bats,Miner,1,0
2243,Graveyard,Tornado,Ice Golem,Poison,Baby Dragon,Dark Prince,Executioner,Goblin Cage,Baby Dragon,Minions,Golem,Balloon,Zap,Skeleton Army,Tornado,Archers,2,0
2244,Graveyard,Tornado,Ice Golem,Poison,Baby Dragon,Dark Prince,Executioner,Goblin Cage,Magic Archer,Executioner,Skeletons,Night Witch,Elixir Golem,Lightning,The Log,Tornado,2,1
2245,Graveyard,Tornado,Ice Golem,Poison,Baby Dragon,Dark Prince,Executioner,Goblin Cage,Giant,Sparky,Zap,Mini P.E.K.K.A,Executioner,Minions,Tornado,The Log,0,1
2246,Graveyard,Tornado,Ice Golem,Poison,Baby Dragon,Dark Prince,Executioner,Goblin Cage,Princess,Skeleton Army,Goblin Barrel,Inferno Tower,Hog Rider,Fireball,Minions,Zap,1,2
2247,P.E.K.K.A,Battle Ram,Bandit,Magic Archer,Electro Wizard,Poison,Dark Prince,Zap,Skeleton Army,Lumberjack,Balloon,Minion Horde,Zap,Prince,Witch,Goblin Gang,3,0
2248,Wall Breakers,Zap,Tornado,Executioner,Bandit,Miner,Mega Knight,Bats,Valkyrie,Magic Archer,Bomb Tower,Miner,Wall Breakers,Bats,Zap,Skeletons,0,1
2249,Wall Breakers,Zap,Tornado,Executioner,Bandit,Miner,Mega Knight,Bats,Skeletons,Executioner,Elixir Golem,Night Witch,The Log,Magic Archer,Rocket,Tornado,0,1
2250,Wall Breakers,Zap,Tornado,Executioner,Bandit,Miner,Mega Knight,Bats,Valkyrie,Magic Archer,Bomb Tower,Miner,Wall Breakers,Bats,Zap,Skeletons,1,0
2251,Wall Breakers,Zap,Tornado,Executioner,Bandit,Miner,Mega Knight,Bats,Magic Archer,Valkyrie,The Log,Miner,Bats,Wall Breakers,Bomb Tower,Skeletons,1,0
2252,Wall Breakers,Zap,Tornado,Executioner,Bandit,Miner,Mega Knight,Bats,Baby Dragon,Valkyrie,Poison,Tombstone,Barbarian Barrel,Tornado,Graveyard,Ice Wizard,1,2
2253,Wall Breakers,Zap,Tornado,Executioner,Bandit,Miner,Mega Knight,Bats,P.E.K.K.A,Dark Prince,Electro Wizard,Bandit,Miner,Bats,Poison,Zap,1,0
2254,Wall Breakers,Zap,Tornado,Executioner,Bandit,Miner,Mega Knight,Bats,Wall Breakers,Goblin Gang,Zap,Executioner,Bats,Mega Knight,Dart Goblin,Miner,2,1
2255,Wall Breakers,Zap,Tornado,Executioner,Bandit,Miner,Mega Knight,Bats,Magic Archer,Executioner,Skeletons,Night Witch,Elixir Golem,Rocket,The Log,Tornado,2,1
2256,Wall Breakers,Zap,Tornado,Executioner,Bandit,Miner,Mega Knight,Bats,Mega Knight,Bandit,Musketeer,Zap,Minions,Wall Breakers,Barbarian Barrel,Miner,1,0
2257,Wall Breakers,Zap,Tornado,Executioner,Bandit,Miner,Mega Knight,Bats,X-Bow,Ice Wizard,Tesla,Tornado,Rocket,The Log,Skeletons,Valkyrie,1,0
2258,Executioner,Lightning,Night Witch,Baby Dragon,Barbarian Barrel,Golem,Tornado,Lumberjack,Zap,Royal Ghost,Bats,Executioner,Mega Knight,Bandit,Miner,Wall Breakers,1,2
2259,Executioner,Lightning,Night Witch,Baby Dragon,Barbarian Barrel,Golem,Tornado,Lumberjack,Bats,Bomb Tower,Magic Archer,Miner,Skeletons,Zap,Valkyrie,Wall Breakers,2,1
2260,Executioner,Lightning,Night Witch,Baby Dragon,Barbarian Barrel,Golem,Tornado,Lumberjack,Magic Archer,Mega Knight,Night Witch,Elixir Golem,Tornado,Executioner,Barbarian Barrel,Lightning,0,1
2261,Executioner,Lightning,Night Witch,Baby Dragon,Barbarian Barrel,Golem,Tornado,Lumberjack,Elixir Golem,Night Witch,Executioner,Magic Archer,Skeletons,Rocket,Tornado,Barbarian Barrel,2,1
2262,Executioner,Lightning,Night Witch,Baby Dragon,Barbarian Barrel,Golem,Tornado,Lumberjack,X-Bow,The Log,Archers,Skeletons,Knight,Tesla,Fire Spirits,Fireball,1,0
2263,Executioner,Lightning,Night Witch,Baby Dragon,Barbarian Barrel,Golem,Tornado,Lumberjack,P.E.K.K.A,Battle Ram,Bandit,Electro Wizard,Magic Archer,Royal Ghost,The Log,Zap,1,0
2264,Executioner,Lightning,Night Witch,Baby Dragon,Barbarian Barrel,Golem,Tornado,Lumberjack,Golem,Night Witch,Baby Dragon,Executioner,Goblin Cage,Barbarian Barrel,Lightning,Tornado,1,0
2265,Executioner,Lightning,Night Witch,Baby Dragon,Barbarian Barrel,Golem,Tornado,Lumberjack,Elixir Golem,Arrows,Sparky,The Log,Inferno Dragon,Mirror,Valkyrie,Wall Breakers,3,0
2266,Executioner,Lightning,Night Witch,Baby Dragon,Barbarian Barrel,Golem,Tornado,Lumberjack,Zap,Minions,Barbarian Barrel,Musketeer,Wall Breakers,Bandit,Miner,Mega Knight,3,1
2267,Executioner,Lightning,Night Witch,Baby Dragon,Barbarian Barrel,Golem,Tornado,Lumberjack,Skeleton Army,Bandit,Arrows,Balloon,The Log,Fireball,Mini P.E.K.K.A,Inferno Tower,1,0
2268,Executioner,Lightning,Night Witch,Baby Dragon,Barbarian Barrel,Golem,Tornado,Lumberjack,Golem,Lightning,Executioner,Tornado,Lumberjack,Night Witch,Mega Minion,The Log,3,0
2269,Executioner,Lightning,Night Witch,Baby Dragon,Barbarian Barrel,Golem,Tornado,Lumberjack,Golem,Knight,Zap,Archers,Elite Barbarians,Night Witch,Elixir Collector,Fireball,3,0
2270,Wall Breakers,Miner,Executioner,Bats,Mega Knight,Zap,Dart Goblin,Skeleton Army,Miner,Poison,The Log,Bandit,Electro Wizard,Inferno Dragon,Mega Knight,Furnace,0,1
2271,Wall Breakers,Miner,Executioner,Bats,Mega Knight,Zap,Dart Goblin,Skeleton Army,Executioner,Skeletons,Night Witch,Lumberjack,Sparky,The Log,Tornado,Elixir Golem,0,1
2272,Musketeer,Valkyrie,Bats,Skeletons,Bomb Tower,Hog Rider,Earthquake,Giant Snowball,Barbarian Barrel,Dark Prince,Mega Minion,Lightning,Zap,Hunter,Sparky,Goblin Giant,0,1
2273,Musketeer,Valkyrie,Bats,Skeletons,Bomb Tower,Hog Rider,Earthquake,Giant Snowball,X-Bow,The Log,Archers,Tesla,Skeletons,Ice Spirit,Ice Golem,Fireball,1,0
2274,Musketeer,Valkyrie,Bats,Skeletons,Bomb Tower,Hog Rider,Earthquake,Giant Snowball,Witch,Guards,Lumberjack,The Log,Executioner,Poison,Tesla,Hog Rider,1,0
2275,Hog Rider,Valkyrie,Goblins,Ice Spirit,Executioner,Earthquake,The Log,Tornado,Baby Dragon,Balloon,Freeze,Lumberjack,Tornado,Executioner,Zap,Miner,0,1
2276,Skeletons,Magic Archer,Wall Breakers,Valkyrie,Miner,Bats,Bomb Tower,The Log,P.E.K.K.A,Goblin Gang,Poison,Bats,Furnace,Electro Wizard,The Log,Hog Rider,0,1
2277,Elixir Golem,Skeletons,Executioner,Tornado,Baby Dragon,Night Witch,Lightning,The Log,Skeletons,Magic Archer,Wall Breakers,Valkyrie,Miner,Bats,Bomb Tower,The Log,0,1
2278,Elixir Golem,Skeletons,Executioner,Tornado,Baby Dragon,Night Witch,Lightning,The Log,Bats,Furnace,Bomber,Rage,Skeleton Army,Arrows,P.E.K.K.A,Electro Wizard,3,0
2279,Lava Hound,Miner,Zap,Fireball,Valkyrie,Guards,Baby Dragon,Inferno Dragon,Lumberjack,Executioner,Bats,Skeletons,Mirror,Elixir Golem,Rocket,Sparky,0,3
2280,Bats,Dart Goblin,Executioner,Goblin Gang,Mega Knight,Miner,Wall Breakers,Zap,Executioner,Baby Dragon,Knight,Tombstone,Graveyard,Poison,Tornado,Barbarian Barrel,0,1
2281,Golem,Night Witch,Baby Dragon,Executioner,Goblin Cage,Barbarian Barrel,Lightning,Tornado,Golem,Night Witch,Lumberjack,Lightning,Barbarian Barrel,Mega Minion,Baby Dragon,Tornado,1,0
2282,Golem,Night Witch,Baby Dragon,Executioner,Goblin Cage,Barbarian Barrel,Lightning,Tornado,Knight,Mega Minion,Fireball,Furnace,Graveyard,Skeleton Army,Bowler,Minions,1,0
2283,Golem,Night Witch,Baby Dragon,Executioner,Goblin Cage,Barbarian Barrel,Lightning,Tornado,Mega Knight,Lumberjack,Baby Dragon,Night Witch,Tornado,Lightning,The Log,Bandit,1,0
2284,Golem,Night Witch,Baby Dragon,Executioner,Goblin Cage,Barbarian Barrel,Lightning,Tornado,P.E.K.K.A,Knight,Lumberjack,Goblin Gang,Ice Wizard,Electro Wizard,Zap,Tornado,3,0
2285,Cannon Cart,Mega Minion,Archers,Ice Golem,Bomb Tower,Graveyard,Poison,Giant Snowball,Bandit,Giant Skeleton,Graveyard,Baby Dragon,Freeze,Goblin Hut,Giant Snowball,Earthquake,0,1
2286,Cannon Cart,Mega Minion,Archers,Ice Golem,Bomb Tower,Graveyard,Poison,Giant Snowball,Wall Breakers,Bats,Skeletons,Valkyrie,Miner,Magic Archer,The Log,Bomb Tower,1,0
2287,Cannon Cart,Mega Minion,Archers,Ice Golem,Bomb Tower,Graveyard,Poison,Giant Snowball,Elixir Golem,Night Witch,Skeletons,Tornado,The Log,Poison,Executioner,Sparky,2,0
2288,Cannon Cart,Mega Minion,Archers,Ice Golem,Bomb Tower,Graveyard,Poison,Giant Snowball,Ice Spirit,Skeletons,Musketeer,Cannon,The Log,Ice Golem,Fireball,Hog Rider,1,0
2289,Giant Snowball,Poison,Barbarian Barrel,Lumberjack,Ram Rider,Inferno Dragon,Ice Golem,Bats,Ice Golem,Hog Rider,Musketeer,Ice Spirit,Skeletons,The Log,Cannon,Fireball,0,3
2290,Giant Snowball,Poison,Barbarian Barrel,Lumberjack,Ram Rider,Inferno Dragon,Ice Golem,Bats,Barbarian Barrel,Golem,Mega Minion,Baby Dragon,Lightning,Lumberjack,Tornado,Dark Prince,2,0
2291,Giant Snowball,Poison,Barbarian Barrel,Lumberjack,Ram Rider,Inferno Dragon,Ice Golem,Bats,X-Bow,Ice Wizard,Tesla,Tornado,Rocket,The Log,Skeletons,Valkyrie,1,0
2292,Giant Snowball,Poison,Barbarian Barrel,Lumberjack,Ram Rider,Inferno Dragon,Ice Golem,Bats,Zap,Hog Rider,Musketeer,Valkyrie,Minions,Baby Dragon,Ice Wizard,Cannon,0,1
2293,Giant Snowball,Poison,Barbarian Barrel,Lumberjack,Ram Rider,Inferno Dragon,Ice Golem,Bats,Mega Knight,Miner,Bats,Skeleton Barrel,Night Witch,Poison,Zap,Witch,1,0
2294,Freeze,Ram Rider,Poison,Ice Golem,Lumberjack,Bandit,Inferno Dragon,Magic Archer,Ice Spirit,Skeletons,Knight,Archers,Tesla,Fireball,X-Bow,The Log,0,1
